episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
269,0,3,2,0,0,4,0,2,2,4,0,0,2,0,0,1,3,0,3,0,4,0,0,4,2,0,3,4,1,0,3,0,0,0,4,0,0,0,0,3,0,4,3,3,2,4,4,3,0,2,3,4,4,4,3,0,1,0,0,2,0,3,2,0,3,1,3,2,0,3,4,0,4,3,2
270,1,0,2,3,0,0,4,0,3,2,0,3,3,2,2,1,2,0,4,1,1,4,0,0,3,3,4,3,4,2,2,0,0,0,2,2,4,3,2,0,1,0,0,2,0,4,4,3,1,2,0,2,3,0,1,3,3,4,0,2,2,0,0,0,3,2,3,0,2,0,3,3,0,1,0
271,4,4,4,4,4,0,1,2,3,4,4,0,3,4,3,4,1,0,3,4,3,4,3,0,2,4,1,2,3,1,1,0,3,3,2,1,3,3,0,1,4,0,3,3,1,0,4,0,2,2,4,0,4,4,4,3,1,1,0,4,1,3,1,0,4,3,4,1,0,0,4,3,0,4,0
272,4,3,1,4,4,4,0,3,3,3,4,0,2,3,4,4,4,1,4,3,3,4,4,0,0,4,4,3,4,3,4,4,4,0,4,0,3,3,2,3,1,1,2,0,4,0,0,4,0,0,0,4,4,3,4,4,2,3,2,0,4,1,2,4,3,3,3,4,4,4,4,0,4,3,1
273,2,4,4,0,1,2,0,1,1,0,2,2,3,0,0,1,0,0,1,4,3,0,1,3,1,4,4,1,4,1,1,4,1,0,1,0,0,1,4,2,2,1,1,3,2,2,3,1,3,0,4,2,1,0,0,1,2,1,4,4,1,1,0,2,1,1,0,1,1,4,2,2,4,1,0
274,2,1,2,0,4,4,3,3,2,4,2,4,0,3,3,3,0,2,0,3,3,4,0,4,2,3,0,4,4,2,3,4,3,3,3,4,4,4,2,0,2,4,0,2,3,3,2,2,2,1,0,3,2,2,4,3,4,4,0,0,3,0,3,2,4,4,4,2,2,0,3,3,4,0,4
275,4,4,3,2,0,1,0,4,3,1,2,4,2,2,2,2,2,1,4,1,2,4,2,3,3,2,2,3,3,2,1,1,0,4,3,4,2,2,0,4,2,0,2,4,2,1,2,3,3,2,1,0,2,0,3,4,0,3,2,3,3,2,3,4,1,1,1,4,3,2,2,4,2,3,2
276,2,0,0,3,0,0,2,1,0,1,0,0,3,4,0,0,2,0,3,0,1,2,4,1,0,4,4,4,0,2,3,0,0,4,0,0,0,0,2,0,4,0,0,3,1,1,1,0,2,0,4,3,0,4,1,3,0,2,0,0,4,2,4,0,4,4,1,0,0,0,1,3,0,0,0
277,4,3,1,1,4,1,1,0,3,1,2,3,0,4,3,3,2,4,1,2,1,1,1,1,1,2,4,2,1,2,1,2,1,1,3,3,3,1,3,3,2,3,1,4,1,2,4,4,3,4,1,3,1,4,1,1,1,1,1,3,3,3,2,1,4,2,4,4,3,3,4,4,3,1,2
278,1,0,4,1,0,3,3,3,0,4,1,3,3,0,0,3,0,0,1,0,3,0,2,1,3,4,4,0,1,0,0,3,3,3,0,0,2,3,3,1,0,0,3,2,1,2,3,3,0,2,2,3,4,4,0,3,0,0,0,0,3,3,0,2,0,0,2,0,0,0,3,2,0,3,0
279,1,3,4,0,0,0,4,4,4,2,2,2,4,0,1,4,2,0,4,4,4,2,1,2,0,2,0,4,3,3,4,3,4,2,4,1,4,3,4,2,4,0,4,3,0,2,1,3,4,4,4,1,3,3,4,4,0,1,2,0,3,4,0,2,2,4,4,3,2,4,2,1,4,4,0
280,1,1,1,4,3,3,1,1,3,4,3,4,1,4,4,1,1,3,1,0,1,3,3,3,2,1,1,1,3,4,2,2,1,4,4,4,1,4,3,2,2,4,3,4,4,1,4,4,3,4,4,3,4,1,2,0,4,3,4,4,0,3,4,4,0,4,4,1,1,4,3,3,3,1,1
281,3,3,1,1,2,1,1,1,1,2,1,1,3,1,3,1,4,2,4,2,0,2,2,2,2,1,3,0,4,0,4,1,3,1,4,2,1,3,1,0,3,2,1,3,3,3,0,0,1,3,1,3,1,0,3,2,3,0,3,1,1,1,0,2,0,1,0,1,1,1,0,1,3,3,0
282,3,0,4,0,0,3,2,4,4,2,4,2,3,3,3,2,3,2,0,2,3,2,3,2,3,2,0,2,2,0,3,4,4,4,4,3,2,2,4,4,2,0,0,2,4,0,3,4,0,2,4,3,4,0,4,4,4,0,3,3,3,3,0,4,3,3,4,3,4,0,4,4,2,4,3
283,2,0,1,1,1,0,0,1,4,0,4,4,0,1,1,3,3,4,0,2,4,2,3,1,1,1,0,2,4,1,4,2,4,0,2,3,2,1,2,2,3,2,1,2,2,4,0,0,2,3,4,2,0,1,4,2,1,0,1,2,2,4,1,2,1,0,0,1,1,3,4,1,1,3,1
284,2,4,1,0,4,4,0,2,2,1,4,0,3,3,2,1,2,3,3,4,3,3,0,2,0,0,0,2,2,2,0,2,2,1,3,1,3,0,2,0,4,4,1,4,4,2,0,0,0,4,0,3,4,2,4,2,1,4,4,2,1,3,4,1,0,1,3,4,2,3,1,4,1,4,1
285,4,0,1,0,3,4,1,2,4,2,1,0,1,4,4,0,0,1,4,1,4,4,1,4,2,4,4,4,4,4,4,4,1,4,4,1,2,4,4,4,2,2,0,4,1,4,4,4,4,3,2,3,1,2,1,0,4,3,2,3,4,1,4,1,0,4,2,4,0,4,4,0,3,2,0
286,2,2,2,4,1,3,3,2,3,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,4,2,3,1,2,1,4,2,0,2,2,1,1,4,2,3,2,2,4,2,2,2,3,0,2,2,4,2,4,2,2,3,3,3,4,2,2,4,2,1,4,2,3,2,2,4,4,2,4
287,3,2,3,1,4,3,1,3,3,2,3,0,3,4,0,2,3,2,0,3,0,3,3,3,3,0,3,1,3,3,0,4,3,4,1,4,1,3,3,3,3,4,3,3,0,2,0,1,3,3,3,4,1,4,1,3,3,4,3,0,4,1,0,3,3,4,3,0,3,3,1,3,1,3,4
288,4,2,1,4,1,1,0,4,0,4,4,0,1,1,3,3,0,0,2,3,3,1,0,4,1,4,4,0,1,3,1,3,4,4,3,1,0,2,4,1,2,4,3,4,1,4,0,4,4,4,0,3,4,4,0,3,1,0,0,3,0,4,4,1,2,3,4,4,2,0,4,3,4,4,3
289,0,0,0,0,0,2,2,0,2,0,0,1,0,0,1,2,0,1,0,2,2,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4,0,0,1,4,0,0,0,0,0,2,1,0,0,0,0,4,2,2,1,4,2,0,1,0,3,1,2,0,0,0,1,2,0,0,0,0,2,0,0
290,1,0,1,2,0,0,0,0,4,0,2,0,0,3,4,1,1,4,0,1,1,3,1,2,2,0,3,2,2,3,3,2,2,0,0,2,4,0,3,1,0,4,4,3,4,1,0,1,2,0,2,0,2,3,4,0,1,4,3,1,0,1,3,1,1,0,0,0,4,0,4,1,1,1,1
291,3,1,2,4,3,1,0,1,4,1,0,2,3,4,0,2,4,0,2,3,2,4,3,2,4,4,2,3,0,3,2,1,0,3,3,4,2,1,3,2,3,2,4,2,3,1,4,0,3,4,4,3,0,3,1,2,4,3,0,4,1,2,1,3,4,2,0,3,3,3,3,4,0,2,3
292,3,4,4,1,0,0,2,1,4,3,2,2,0,3,1,3,3,4,0,0,2,0,3,3,4,1,0,2,4,2,2,3,2,0,4,1,3,4,3,4,0,1,0,4,4,3,3,3,4,4,0,0,4,2,0,1,0,4,0,2,2,2,3,0,0,1,2,4,3,0,4,3,2,1,3
293,4,2,4,1,4,1,2,1,3,1,2,1,4,1,0,2,3,2,0,2,2,2,2,2,4,4,0,4,4,1,1,0,2,4,3,0,1,2,3,1,1,2,4,3,2,1,1,3,4,2,1,2,3,1,3,2,0,2,3,3,0,3,0,2,1,4,2,3,2,3,2,1,3,0,1
294,4,4,1,3,4,2,0,0,0,2,4,0,4,4,1,3,2,2,2,2,3,0,2,4,2,4,1,0,2,2,0,4,4,2,0,2,1,2,4,2,0,1,3,2,2,3,0,2,1,1,4,3,1,4,0,1,3,3,0,0,4,4,0,4,4,2,2,4,4,1,2,4,3,0,3
295,1,1,3,1,1,2,4,2,0,3,0,0,1,1,2,1,1,3,2,0,2,1,3,3,3,2,1,0,1,3,2,1,4,3,1,3,3,0,3,1,2,0,0,3,0,4,3,0,3,0,1,2,2,0,0,1,0,0,0,2,2,3,4,1,0,0,0,2,1,3,3,2,1,0,4
296,1,4,3,4,3,2,4,0,1,1,4,0,4,2,1,4,3,2,2,4,1,4,4,2,4,3,0,1,4,1,3,3,1,3,0,3,1,3,2,0,1,0,0,0,2,4,4,2,1,1,0,3,1,0,2,3,1,1,1,3,1,2,2,4,1,4,1,4,4,1,2,0,1,1,3
297,4,3,4,0,3,2,4,0,4,1,0,0,4,0,2,3,4,4,0,2,3,4,0,4,3,0,0,2,4,0,4,1,4,0,0,4,0,0,0,2,4,1,1,0,4,1,0,4,1,3,1,3,3,2,2,1,4,1,4,4,3,1,3,0,4,4,4,3,0,1,4,4,4,3,0
298,1,3,3,0,1,1,1,1,3,1,4,3,3,3,3,3,1,1,3,2,3,2,2,4,2,1,4,4,3,4,1,3,1,3,2,1,2,3,1,0,3,1,1,1,3,4,0,3,4,3,2,3,1,1,1,1,4,1,0,4,4,0,4,4,1,4,4,0,1,1,4,3,3,4,1
299,3,3,0,2,0,0,3,1,2,0,1,0,0,2,0,0,2,2,0,4,2,3,0,3,0,3,0,3,3,2,0,2,1,1,0,2,2,3,0,3,3,2,0,4,0,1,1,0,3,4,4,3,3,3,0,3,3,0,0,3,2,0,3,3,1,2,1,2,3,1,2,2,0,0,2
300,2,1,1,1,4,3,3,1,4,2,3,0,1,1,2,2,0,1,1,3,2,0,0,0,2,1,3,0,1,0,2,0,2,1,1,3,3,2,2,4,1,1,2,0,1,1,2,2,1,1,3,4,2,0,0,3,0,1,2,2,1,2,3,2,3,3,3,3,1,1,0,1,1,3,1
301,2,3,0,0,3,1,1,0,2,4,3,4,4,0,1,1,1,1,3,4,0,1,2,1,1,4,4,2,3,4,0,4,4,3,4,4,2,4,2,1,0,3,2,2,2,3,4,4,2,4,0,1,2,1,2,1,2,4,3,2,4,0,4,4,1,1,0,2,1,2,4,4,4,0,1
302,0,2,2,0,0,1,2,3,0,2,2,1,0,4,4,2,2,2,2,0,4,0,4,2,4,4,4,2,0,1,2,1,2,0,2,2,2,2,1,2,3,2,1,2,1,4,1,1,2,4,3,1,3,2,4,4,2,2,2,1,0,3,2,2,0,2,1,2,2,1,3,1,2,2,4
303,4,4,3,2,1,3,3,4,4,4,4,3,0,4,0,4,0,3,2,1,0,4,2,0,2,4,1,4,0,1,4,4,4,4,0,4,3,4,1,4,3,4,4,3,4,1,2,0,4,1,3,1,4,4,4,0,2,2,4,4,4,2,4,4,2,4,3,4,4,3,0,1,3,2,3
304,2,0,4,3,4,0,1,3,2,2,0,3,0,3,4,0,2,2,0,2,2,2,2,2,2,3,0,3,0,1,4,0,0,4,3,2,4,2,2,2,0,4,2,1,0,2,2,3,2,0,2,0,1,4,3,4,2,2,3,0,4,2,0,2,2,4,4,4,3,3,1,4,3,2,3
305,4,3,3,4,3,0,0,4,0,2,4,4,3,2,4,3,0,4,3,3,3,3,4,4,3,3,2,2,3,4,4,0,3,4,3,2,4,0,3,3,4,2,3,4,2,1,2,3,0,4,4,3,4,4,3,0,4,4,4,3,2,0,0,3,0,0,4,4,4,4,4,1,4,4,4
306,3,1,2,2,3,0,0,1,2,3,4,1,0,0,3,0,0,2,1,2,1,1,4,4,0,3,1,3,0,3,0,1,0,0,0,3,0,0,0,1,4,2,2,1,2,2,2,3,0,1,4,0,1,1,2,1,0,0,1,0,0,3,1,1,4,1,1,0,1,0,1,1,4,2,0
307,2,2,3,2,2,4,3,4,0,4,4,2,3,0,2,1,4,4,1,0,4,0,0,2,2,3,2,4,0,1,2,0,0,4,0,2,0,1,3,2,0,2,1,4,1,3,1,3,0,4,3,0,1,2,1,2,3,4,1,3,4,4,3,4,2,4,4,3,0,1,4,2,0,4,4
308,1,3,0,0,2,3,1,4,3,2,3,2,4,4,0,1,0,1,4,1,1,1,3,2,0,0,4,0,2,3,3,1,4,0,2,1,2,3,0,0,0,0,1,0,4,3,2,0,2,0,4,4,0,3,1,4,4,0,3,2,0,0,4,0,3,2,3,2,4,3,4,1,2,4,1
309,4,0,0,4,2,1,4,1,0,1,1,3,2,4,0,2,4,4,1,1,1,4,2,0,1,2,0,1,4,0,2,4,0,1,4,4,3,4,2,1,4,0,1,1,4,0,4,2,1,2,3,0,0,1,2,1,0,4,1,2,3,4,0,2,3,3,1,3,0,1,2,0,2,1,2
310,4,3,4,3,4,4,0,4,1,1,3,4,4,4,4,0,0,0,4,3,0,1,4,4,4,3,4,0,1,1,3,4,3,3,4,2,4,4,0,4,4,4,0,4,0,0,3,2,3,4,2,0,2,1,4,3,2,3,1,0,1,4,0,0,2,4,4,4,0,0,3,0,1,4,1
311,2,4,3,4,3,3,0,2,3,4,2,0,1,1,3,0,3,2,1,3,3,2,2,2,2,0,2,4,0,1,4,2,0,1,3,4,2,3,0,3,1,4,3,1,1,2,2,0,4,4,3,3,1,0,0,4,1,0,1,3,3,3,3,3,3,2,4,1,3,0,3,2,2,2,2
312,4,1,3,0,4,3,1,4,1,2,2,2,4,4,2,0,0,4,1,4,1,3,3,4,0,1,4,2,4,1,3,1,4,0,4,0,1,3,4,4,3,4,4,1,1,4,1,1,1,0,0,3,2,0,2,1,2,4,0,4,0,1,0,1,4,4,0,2,3,1,3,0,0,2,0
313,2,3,4,4,4,2,2,4,2,1,2,3,4,4,4,0,4,4,4,0,1,4,2,4,4,1,1,3,4,0,1,1,3,0,1,2,0,4,0,0,3,4,2,4,2,4,1,1,4,3,3,1,2,1,1,4,3,1,1,2,0,3,4,2,3,4,1,1,1,3,2,4,4,1,1
314,3,1,0,2,1,3,3,4,4,4,2,4,4,4,4,4,0,0,4,0,1,1,4,4,3,0,4,4,1,0,4,4,0,4,3,4,0,3,3,3,1,0,3,3,0,3,0,4,4,4,4,3,4,4,4,1,1,0,2,4,4,2,4,0,2,0,4,4,4,4,4,4,3,1,2
315,2,2,0,2,4,2,4,2,4,4,1,2,4,2,2,0,2,1,2,1,2,3,2,1,1,3,4,4,0,3,4,0,4,3,2,2,2,4,2,1,4,2,2,2,1,3,2,2,1,2,4,2,1,1,3,3,2,2,4,2,3,2,2,0,2,1,4,2,1,3,2,1,0,3,0
316,3,3,3,0,3,0,3,2,3,0,3,3,0,1,2,3,0,3,0,3,2,3,3,0,3,0,2,3,1,3,0,2,3,2,0,4,1,1,1,1,1,2,3,0,0,0,0,1,2,1,3,3,3,0,0,3,1,1,2,3,3,3,3,3,1,1,3,1,3,3,1,1,1,3,0
317,4,2,1,0,3,0,0,3,2,3,1,1,3,1,3,1,4,1,3,3,1,4,0,4,4,3,4,4,4,2,3,2,4,0,4,4,1,1,3,0,0,3,2,3,4,4,4,2,0,4,4,1,1,2,4,1,3,3,3,4,0,3,0,4,1,3,4,0,1,4,3,0,1,2,4
318,2,2,3,0,2,1,1,0,4,2,0,0,1,1,1,2,3,4,1,4,4,1,0,4,1,4,2,0,0,2,0,3,3,2,4,4,4,1,1,2,4,0,1,0,4,1,2,0,4,4,4,2,2,4,4,1,4,4,1,0,3,1,4,0,2,2,0,4,1,1,3,4,2,3,3
319,0,3,0,4,3,2,3,3,3,3,0,1,3,3,1,3,3,1,4,3,3,3,1,0,3,1,4,1,3,3,2,0,3,4,1,3,3,0,4,2,2,3,2,3,0,4,4,4,1,3,4,4,1,2,4,4,0,0,3,0,0,0,0,0,0,4,0,4,3,4,1,0,1,3,1
320,2,3,2,1,1,2,2,4,1,3,4,4,4,4,1,1,3,1,4,1,2,1,2,2,1,0,1,4,4,2,2,1,1,3,1,1,2,1,4,3,0,4,4,1,4,1,1,4,4,3,3,2,2,2,4,1,2,3,2,0,4,3,2,3,4,4,4,1,3,4,4,1,1,2,1
321,4,1,4,1,3,1,1,3,1,3,1,2,4,4,4,2,4,1,0,4,1,2,2,2,3,4,3,2,4,4,2,3,4,2,4,1,2,1,2,3,4,3,0,4,3,2,2,2,3,3,2,3,3,3,4,3,0,3,3,3,2,2,3,2,4,2,2,2,2,4,2,0,2,1,4
322,1,4,0,1,3,0,4,3,1,1,0,1,4,1,2,1,1,1,0,1,0,0,4,0,0,3,0,1,0,1,1,3,0,4,4,0,0,0,0,0,1,3,3,4,0,0,0,0,1,1,3,0,4,1,2,0,0,4,1,0,0,0,0,1,0,1,1,3,0,1,0,4,1,4,2
323,4,3,0,4,2,1,4,4,2,1,4,2,2,2,2,4,1,0,1,2,2,0,0,4,1,1,2,2,2,2,3,2,1,3,4,4,0,1,2,2,2,4,4,2,2,4,3,4,2,1,1,2,1,2,4,3,0,4,1,4,1,4,0,4,1,3,1,2,4,4,2,4,4,2,4
324,1,0,4,2,3,1,1,1,2,4,2,0,0,0,1,1,3,4,1,1,4,0,2,4,4,2,1,4,3,1,4,2,1,1,0,1,2,1,1,4,2,4,2,4,2,1,2,0,2,1,1,4,2,0,2,4,1,1,3,2,2,1,4,2,4,4,3,1,1,2,0,1,4,3,1
325,0,2,2,1,4,2,0,0,0,1,4,0,4,0,4,4,4,2,1,2,3,0,2,3,4,0,1,4,0,3,4,4,3,0,0,2,4,2,3,0,3,4,0,4,0,0,3,0,0,2,2,2,0,0,4,3,3,0,2,2,0,4,2,0,0,0,2,0,1,4,4,4,0,0,4
326,1,3,4,3,3,2,2,4,1,3,1,1,3,2,2,3,3,2,1,3,2,2,1,0,1,3,2,4,1,2,1,3,2,0,2,4,4,2,2,1,3,3,0,1,0,3,4,1,3,2,1,1,2,1,3,4,1,2,1,0,2,1,3,0,4,3,4,3,3,2,1,3,0,2,2
327,4,4,2,2,3,3,3,3,1,0,0,1,2,2,0,4,3,1,1,0,3,1,3,1,2,2,1,2,2,3,4,0,4,4,3,4,3,4,1,4,0,1,3,0,0,0,0,3,1,0,3,4,4,0,4,0,4,0,2,4,3,3,4,2,2,4,1,0,2,2,4,2,2,1,4
328,2,4,4,4,4,4,3,1,4,3,4,4,4,4,4,3,4,1,0,2,4,2,4,1,0,3,2,1,4,1,4,2,1,4,4,1,4,4,0,1,1,0,1,2,4,1,0,3,1,1,4,4,4,2,1,4,1,1,4,1,1,1,1,0,4,3,2,2,3,1,2,0,4,2,4
329,4,0,2,2,3,4,2,2,2,4,2,3,2,4,1,2,2,3,1,3,0,4,4,2,2,2,4,3,4,3,1,0,3,4,2,3,2,4,2,0,2,2,0,3,0,3,0,2,4,1,3,3,2,3,0,2,4,3,0,2,0,2,0,3,4,0,0,1,4,2,0,4,4,2,0
330,3,1,3,0,0,3,1,4,0,3,2,2,1,4,0,1,2,1,1,1,3,3,1,1,0,3,4,2,3,4,3,4,3,4,3,0,0,1,1,1,3,3,4,0,0,3,0,2,1,4,3,4,3,4,0,1,0,0,0,4,3,0,2,2,2,2,3,3,3,1,4,1,3,3,1
331,4,3,4,4,2,3,4,4,4,3,0,0,3,3,3,3,3,1,0,3,4,3,3,3,3,1,3,1,4,0,4,3,4,1,3,0,1,1,3,4,2,4,2,0,3,0,3,3,4,2,1,1,2,4,1,4,0,0,2,3,2,3,3,1,2,2,0,3,3,3,3,3,3,2,0
332,4,0,1,2,4,1,1,3,2,0,1,2,1,3,1,0,3,1,0,2,3,0,2,0,1,1,0,4,4,0,1,4,1,4,3,2,4,4,2,2,2,1,0,1,1,1,0,1,0,2,0,1,0,4,4,1,2,1,0,2,0,0,1,3,4,0,3,2,1,3,2,1,4,4,1
333,1,4,2,2,3,1,2,2,3,2,4,0,0,3,1,2,2,2,2,0,2,3,2,3,2,4,0,1,1,3,3,2,4,0,4,4,2,2,1,3,3,0,2,4,2,4,3,0,3,4,0,4,2,0,4,4,2,0,1,3,4,2,1,2,1,3,1,3,3,2,4,0,4,2,1
334,0,1,0,1,4,3,0,2,1,0,4,1,4,1,1,3,2,2,1,3,2,4,1,1,1,3,1,0,2,0,4,4,4,0,2,1,3,4,4,1,1,1,1,2,2,2,1,4,1,2,3,0,0,2,4,2,0,1,1,1,0,0,1,2,3,0,2,4,4,2,4,0,4,4,0
335,2,3,0,3,3,3,4,2,4,3,3,4,4,1,4,2,0,1,1,4,3,3,4,3,3,4,4,0,4,3,3,3,3,4,4,4,4,4,2,4,1,4,3,3,4,3,1,4,4,4,4,3,3,3,4,2,4,1,4,4,4,4,3,4,3,2,4,0,0,4,4,4,4,2,1
336,0,0,1,3,4,4,0,3,2,4,2,1,0,4,1,1,2,1,1,4,4,4,2,2,2,0,1,3,2,4,1,2,3,3,2,2,4,1,3,4,2,2,2,3,0,2,2,2,1,1,4,1,4,2,4,0,4,2,3,4,4,1,0,4,4,2,1,4,2,4,4,1,0,1,1
337,0,1,0,0,2,2,3,3,1,0,4,1,0,2,0,4,1,1,1,3,2,0,0,1,0,3,0,1,4,0,4,2,1,0,1,0,1,0,2,1,3,1,1,1,1,3,3,4,0,0,3,1,0,3,2,2,0,2,1,0,1,3,0,1,2,0,4,0,3,4,0,3,0,4,4
338,2,3,3,4,2,4,3,2,3,3,3,2,2,3,3,3,3,3,3,3,1,3,3,2,0,3,2,0,1,0,3,3,0,2,3,2,0,3,3,0,3,4,4,3,0,3,0,3,2,3,2,3,3,3,0,3,3,3,3,3,3,2,3,2,3,0,2,2,4,2,0,0,0,0,2
339,0,3,2,2,0,3,1,2,3,3,4,0,4,4,3,1,0,1,1,1,1,3,1,4,3,2,4,2,4,0,3,2,2,4,3,3,2,1,4,0,2,4,1,3,0,0,3,0,2,4,0,3,0,2,3,4,1,2,2,3,0,1,0,1,2,2,3,4,2,4,3,2,3,3,3
340,0,0,1,2,3,3,4,2,2,0,1,4,1,3,4,2,3,1,4,1,3,1,0,4,1,0,1,4,2,0,4,1,3,2,2,2,3,1,3,2,1,1,4,0,2,2,3,2,2,1,3,2,4,1,1,2,0,4,4,1,0,0,2,2,0,1,2,4,2,3,3,3,2,3,3
341,4,3,3,4,1,1,0,3,3,4,0,2,0,4,3,3,0,3,3,4,3,3,0,0,1,1,1,2,1,3,1,1,4,4,4,1,0,2,1,0,0,3,2,3,0,3,0,0,4,2,4,0,0,1,4,0,4,4,1,3,4,4,0,4,0,4,1,0,3,1,4,0,0,3,2
342,0,2,4,3,3,1,1,1,3,1,1,1,4,2,1,0,1,4,3,1,1,3,3,0,2,1,1,1,1,3,1,2,2,2,1,3,3,1,3,1,1,4,0,3,3,1,0,1,3,3,3,0,1,1,0,1,1,0,3,1,3,2,1,1,2,3,0,1,0,1,3,1,1,0,3
343,1,0,1,4,2,2,1,4,2,2,2,4,0,1,1,1,1,4,1,1,2,2,2,0,2,2,1,2,1,3,1,1,2,4,1,1,2,0,2,4,4,2,1,1,1,2,1,1,0,4,1,1,1,2,4,0,1,1,0,2,1,4,2,2,1,3,3,1,0,1,4,4,2,0,2
344,4,3,3,0,1,0,1,0,3,4,0,0,4,0,3,1,4,4,2,0,0,4,2,4,4,3,0,4,3,0,4,2,1,2,1,4,3,3,4,4,4,0,2,1,1,4,1,3,4,0,0,0,0,1,0,3,4,3,1,4,1,3,1,4,4,0,4,4,0,0,2,3,1,4,0
345,0,3,4,0,3,1,1,3,0,2,3,0,1,1,0,3,0,3,3,2,4,4,3,0,1,4,1,1,0,4,1,0,4,4,3,1,3,1,0,3,3,1,1,0,1,4,4,2,4,1,3,0,1,4,2,4,2,2,3,4,3,3,1,3,3,0,3,2,1,2,0,0,1,3,0
346,3,3,4,2,4,2,4,1,1,3,0,2,0,2,3,3,1,0,3,3,1,0,4,4,1,1,2,1,4,0,4,3,0,3,4,1,4,4,2,1,4,0,1,0,3,1,2,3,4,1,1,0,0,1,1,2,1,2,0,1,0,4,2,1,0,1,0,3,2,2,0,0,2,1,3
347,3,0,1,0,2,0,1,3,1,2,2,3,3,1,3,3,0,2,0,2,1,4,3,0,1,1,1,0,0,1,0,2,3,0,2,2,0,0,2,4,2,2,2,2,1,4,1,2,3,2,3,0,2,2,3,3,2,2,0,1,3,1,2,0,4,1,0,1,0,2,3,0,3,1,0
348,1,3,4,4,4,1,1,1,4,4,4,3,2,0,4,0,0,3,4,4,0,1,4,3,0,0,1,1,0,0,4,1,4,1,0,4,1,1,1,0,4,1,1,1,4,4,1,3,0,0,0,4,0,0,0,0,4,0,1,4,4,4,0,1,0,3,3,1,0,1,1,4,0,3,3
349,1,3,2,3,0,4,2,4,3,1,1,2,4,0,0,0,3,0,1,4,4,0,3,4,4,1,2,4,4,2,2,2,3,0,2,2,0,3,3,3,1,2,3,3,1,3,2,0,0,2,0,3,3,2,4,2,4,1,0,2,0,2,3,3,0,3,3,4,0,4,4,3,3,0,4
350,4,4,2,2,2,0,2,0,3,4,4,4,0,1,2,4,4,3,2,3,3,1,1,3,2,2,4,4,1,3,2,2,2,2,0,3,2,4,2,3,2,2,4,4,3,4,2,0,4,4,2,0,0,2,3,1,1,4,4,1,3,2,3,4,3,4,3,2,2,1,0,3,2,2,3
351,1,0,4,1,0,1,1,4,4,1,4,3,1,1,0,1,3,4,1,0,0,1,0,1,1,4,1,4,1,0,3,4,1,3,3,1,1,4,1,4,2,2,3,4,4,0,0,3,4,1,1,2,1,1,3,1,2,4,1,1,3,1,4,1,1,2,0,0,4,0,1,1,1,4,4
352,1,1,4,0,3,4,3,2,0,4,0,0,3,2,3,3,0,1,4,1,0,1,3,4,4,4,3,3,0,3,3,4,2,3,3,4,4,4,1,1,4,1,0,0,0,3,1,0,1,3,2,0,3,0,0,3,1,4,2,0,3,3,2,1,3,0,0,3,0,4,4,4,0,3,1
353,4,1,4,2,2,3,3,4,0,0,0,3,3,2,3,3,2,2,0,4,4,2,2,3,2,3,2,2,3,3,1,1,3,2,4,4,3,1,1,0,0,3,0,3,3,1,4,2,3,4,4,0,3,3,3,0,4,3,3,1,0,1,0,3,3,1,3,0,4,4,2,4,2,2,3
354,0,0,2,2,4,2,2,4,1,4,4,4,0,2,2,1,3,4,0,1,4,4,4,1,4,1,2,0,2,4,4,2,4,1,0,2,0,4,4,1,4,2,4,2,2,3,1,4,0,3,1,4,1,4,0,2,2,2,1,2,4,3,4,4,4,2,4,4,0,0,4,1,1,1,4
355,0,4,4,3,0,3,4,0,3,3,2,4,1,0,4,2,0,1,4,3,4,4,3,0,4,1,2,2,3,2,0,3,1,1,0,0,1,1,1,4,0,4,2,4,2,2,0,2,2,1,0,0,3,1,0,1,4,0,0,1,2,1,1,3,1,3,1,0,0,0,2,3,1,0,2
356,2,4,2,2,4,4,2,2,4,2,3,2,4,2,2,4,0,4,4,3,4,2,4,0,2,4,2,4,3,4,2,4,3,0,2,0,3,2,2,4,4,2,4,0,2,2,4,4,2,4,4,2,2,3,2,4,4,4,3,2,4,3,0,4,4,4,2,4,4,0,4,3,4,2,4
357,2,0,3,2,2,2,1,2,4,4,2,4,2,1,3,3,0,4,3,2,1,2,1,3,0,4,3,4,2,0,3,4,4,3,4,4,2,4,4,4,1,2,2,3,0,3,3,2,4,4,0,3,4,0,4,3,2,4,3,1,0,3,4,4,2,1,4,3,4,1,4,3,0,2,1
358,4,2,3,4,4,1,3,3,2,0,3,3,0,3,4,1,4,1,3,4,4,1,2,0,3,4,3,4,1,3,1,0,2,4,1,2,3,1,3,4,4,3,0,2,2,2,4,3,0,2,3,4,4,3,0,4,2,3,3,1,0,4,3,2,2,3,2,2,3,2,4,3,3,3,2
